,Theta
148,-0.1039786284244527
149,0.021298735139482338
150,0.02144714312599104
151,-0.011392315906046441
152,-0.0039160634588021465
153,0.0075931658693454765
154,-0.12609359442503668
155,-0.05646226938716325
156,0.002324416394678957
157,-0.0022244814165445275
158,-0.02696499932547618
159,-0.21733627691573296
160,0.031301897075583354
161,-0.061830259715370324
162,-0.0003530920649156433
163,0.007336763545156589
164,0.051031674015329216
165,-0.0002776567283663946
166,-0.00295633587216355
167,-0.003542814604035783
168,-0.0047118794302461395
169,-0.04894727355062099
170,-0.042095408016594886
171,-0.02867029620556652
172,-0.02884302277496824
173,-0.06190679061491169
174,-0.12508183054057953
175,-0.03130600494618815
176,0.06180354315932421
177,0.09470436781083552
178,-0.008325184070977942
179,0.011367829158508064
180,-0.03313076374245074
181,-0.19089953643583488
182,-0.04926990512908555
183,-0.0067705801262500365
184,-0.00029592371380732615
185,-0.03562687157193347
186,0.0057724845671188
187,0.00034551342235111896
188,0.03666769458878216
189,9.9637596886464e-05
190,-0.16008609954674968
191,-0.06923992273198433
192,-0.015605441094312594
193,0.017580949751953418
194,-0.024701237572083284
195,-0.007347884203997289
196,0.030945744716287374
197,0.024603319697701458
198,-0.0027494909254042665
199,0.017191787796394242
200,-0.0003047571595022372
201,-0.00048398659117162825
202,0.0005217065099852423
203,-6.075308430433597e-05
204,0.003811324391424504
205,0.006681006135438889
206,0.0032742522580941195
207,-0.007628262438872684
208,0.02938519340475167
209,-0.0037611180998380588
210,0.026213177589269464
211,0.0006176689893124943
212,-0.09422834163955712
213,0.02892275367753798
214,0.0027889594573952763
215,0.04138852506261488
216,-0.020315435108016647
217,-0.0011711418474272398
218,-0.003172439382166183
219,3.723900335215902e-05
220,0.0017310903879425314
221,0.05044073966871415
222,0.0026666979829371193
223,-0.030149700045970205
224,0.009743988647617729
225,0.009642175201738207
226,-0.04900094426916871
227,-0.0003438068412678126
228,0.0003878680347872572
229,-0.005880703023540179
230,-0.001101439998179408
231,0.09183428273360278
232,-0.00010333210769957347
233,0.027014545107682118
234,0.058366797835108036
235,0.0053867718117693066
236,-0.27006311399762234
237,-0.03739341889602585
238,-0.02779369772557951
239,-0.009204104676987564
240,-0.028357431680738857
241,-0.013777134362685994
242,0.0015431817609206295
243,0.0431297195909914
244,0.00126175139511731
245,0.002769788034147408
246,0.008300159823456407
247,-0.022816580943868608
248,-0.02861005749087732
249,0.015321546887568184
250,-0.023340966803269025
251,-0.004369007758039092
252,-0.019036354999866837
253,0.05694906077319545
254,-0.08731779847318953
255,-0.05889080503891723
256,0.004038641854778942
257,-0.0047380333403756894
258,0.0046795293697184884
259,0.0013890750524611349
260,0.011986786741324031
261,0.00020468441507434047
262,0.0032836521477703656
263,-0.003874566444904025
264,0.003809766507838573
265,-0.01659951672833522
266,-0.00027752138050315495
267,-0.006641682092806018
268,-0.00107199214150756
269,-0.001036790429659344
270,-0.0029212913232637863
271,0.004946095345247514
272,0.07691243971792967
273,0.13711639399069353
274,-0.001667460957829694
275,0.0033988090638923532
276,0.02550292703670864
277,0.02263641408745849
278,0.015517748566927916
279,0.005709062086593654
280,0.06755794398780023
281,0.0027837663204319314
282,0.004185995238878549
283,0.006103732644977166
284,0.003716294858503636
285,-0.01675302998563694
286,0.007348937031636069
287,-0.04175525116924552
288,0.006866797525183354
289,-0.0007460395815024188
290,-0.03791586418085287
291,0.004390579397341807
292,-0.01198085469280278
293,0.0023546091762646146
294,0.02093462611220341
295,-0.013444540197137174
296,0.027042748666096628
297,-0.002754042535515885
298,0.00188837708079908
299,0.004774289965829784
300,0.003395099156211103
301,-0.0038109433171629984
302,-0.0022833714930697393
303,0.0052955908577940105
304,-0.03657662888695815
305,0.005772558599355194
306,-0.11480213296077643
307,0.0017237632946304582
308,0.006360063210238061
309,0.030247510089285463
310,-0.01994541507861107
311,-0.03003481261105825
312,0.006245179639982518
313,-0.0003313169985038467
314,0.0031897700343623404
315,-0.11589463090642432
316,0.01597766012639184
317,0.0029368454413482804
318,-0.032769636846025664
319,-0.002553494831617059
320,0.003468050419310566
321,-0.12900843178230909
322,0.034983304941704166
323,0.0012713919932733318
324,-0.006692688527272969
325,0.008556420840232767
326,-0.05672424168206437
327,0.0027528347074603
328,0.019953031186577604
329,-0.028730846221063318
330,-0.023485663151869472
331,-0.5247723001955769
332,0.007158745242039081
333,0.01571976019158995
334,-0.07669410967193348
335,-0.2628727266071081
336,-0.0015191050291220286
337,-0.002400451253685919
338,-0.00011192221033363262
339,-0.003273496924164103
340,0.0028109812434020565
341,-0.02553860258931845
342,0.005197491755265591
343,0.0028577921017254
344,-0.04780523621909565
345,-0.003113074146540871
346,0.00508706881101656
347,0.003005407038136371
348,0.05133845853418793
349,-0.027397010435158492
350,0.011516485882180192
351,0.003329494839024171
352,-0.006019615856089824
353,-0.023003548664137088
354,-0.043129831205588345
355,0.05119588482481895
356,-0.0014625347509669144
357,0.10067140765368536
358,-0.02479725594265269
359,0.01656382995679738
360,-0.005070688254623078
361,-0.01549684887957284
362,0.11496890008763234
363,0.018884469518738928
364,0.006224840685971971
365,0.08204495163531195
366,-0.010506652725202835
367,-0.07275534526058552
368,0.0053962577517408005
369,0.00648182136025977
370,0.019481086337838512
371,0.009001719515874047
372,0.0011705121434856904
373,0.017573131839175398
374,-0.015078199128834619
375,0.0013446058537568075
376,0.00022215115745402974
377,-0.03895749616066083
378,0.0013105891249304707
379,0.0007925239756146967
380,0.006046695784226702
381,0.015978609761831943
382,0.0014194794129578539
383,-0.006344384732695326
384,0.002069249209208922
385,0.0016964122853457627
386,-0.025946051612250092
387,0.0045960993601033345
388,-0.0005735171403847367
389,0.00511416636362609
390,0.02198221794786866
391,-0.022464848477859508
392,-0.00970002811155478
393,0.02571742138556455
394,0.001866657396251036
395,0.015241484619245219
396,0.00029600543848169297
397,-0.002218181885226178
398,0.001392358830646569
399,-0.014347142804063675
400,0.00017872953184748964
401,0.0024531688889759392
402,-0.006510123689494822
403,0.004316728572827311
404,0.004697042723120274
405,-0.011681996862031469
406,-0.1102868183996386
407,-0.04876668469905161
408,0.00032299182035071033
409,-0.021787488380798147
410,-0.029142262328324856
411,0.0022573577931267424
412,0.0024204647950686114
413,0.002948312812399554
414,0.0643552829131659
415,-0.003283959490321863
416,-0.0007211930669285628
417,0.02183727843307134
418,-0.012144979093359185
419,-0.022186051644090883
420,-0.003602203351486231
421,0.011392877318256051
422,-0.010497641626998644
423,-0.010530831407652194
424,-0.005019595275394538
425,-0.013166191168752141
426,-0.051173382642707814
427,-0.007129815870881426
428,-0.07002780754244077
429,-0.01777852266349159
430,-0.007535113842231313
431,-0.013725045367464406
432,0.04290576416417261
433,0.0001449668447878474
434,-0.0012604094694441824
435,0.033036857531590635
436,-0.0047500199123248115
437,-0.008194639350872245
438,0.010551017760601326
439,-0.07899644731709787
440,-0.00423922914080966
441,0.0047822642486747705
442,-0.003673195922400919
443,0.0006912133243399973
444,0.0010464604555185967
445,-0.03147229643012628
446,-0.0002378104600245563
447,-0.0008751309951941872
448,-0.014012504189038865
449,0.009025059829779166
450,0.0023358915825333624
451,0.003352196020433873
452,-0.003997931086717656
453,0.0034909373604018103
454,-0.00019399818953025214
455,0.0020869683581462967
456,-0.00014680261385519074
457,-0.1224083716969354
458,0.013103074329986794
459,0.0019293900680299012
460,0.00012253544195688822
461,0.0014434365979857052
462,0.0013135335947774085
463,0.002441438338335195
464,-0.0002678934687571347
465,-0.004986398996105322
466,-0.014799540038057437
467,-0.00012638066501175974
468,0.0008879343862527922
469,0.0029924156303624662
470,-0.007794500771732859
471,0.0030518547020748554
472,0.006473720264431582
473,-0.013855160179438728
474,0.002412496158778489
475,0.002448818770229932
476,0.01326012488439082
477,0.000482825576790216
478,0.0047466400229821005
479,0.0005244782752733574
480,0.001184868639108971
481,0.0010668999177082595
482,0.0018465256461607546
483,-0.010203573779799434
484,-0.0010133100108235306
485,0.013393085552588441
486,0.014024737536225679
487,0.0352180211775916
488,0.0006104704385546041
489,-0.012669611337926979
490,0.002428756228570663
491,-0.0029864049060753287
492,0.014288702968243718
493,0.006674675761870715
494,0.02785440609314823
495,0.10365418265017616
496,0.0038574435382378617
497,0.06971513113452918
498,0.014889192736200941
499,0.019147606033160677
500,-0.0910905308306168
501,0.05606436222150615
502,0.004825148572348857
503,0.003036786529487623
504,-0.002644932101578305
505,0.003385981806393541
506,0.006777368400442975
507,-0.0012643527877701395
508,0.008482518648023645
509,0.0370291606233612
510,0.00837744330271467
511,0.005080890818580167
512,0.0008935975139340338
513,0.005224539213467966
514,0.035702794795987154
515,0.012121255938344762
516,0.0037946512268025455
517,0.0040375439522874965
518,-0.06984464886700173
519,0.013038469394704605
520,0.05173487551028799
521,-0.008175160083580256
522,0.0029748093269548327
523,0.006982267678967993
524,-0.04783548472548242
525,0.002490492911285233
526,0.04388836881881447
527,0.04302387577516025
528,-0.020440276720927932
529,-0.1353080043053138
530,0.002323428218253864
531,-0.01919786360495448
532,0.008794965102300028
533,0.021979071373126755
534,-0.03716067900902768
535,-0.0647667540255138
536,-0.029419507721111533
537,-0.0018815697745289128
538,0.12964145174750485
539,0.056375295344577435
540,0.00904530115132038
541,0.01534427683612273
542,0.13512376675798235
543,0.014872946728208629
544,-0.08889060523702713
545,0.057038682608547976
546,0.035249971699732784
547,-0.0027496135168889736
548,0.00015943469957272507
549,0.025125634567687877
550,0.01836846011558296
551,-0.000782654095621647
552,0.006201989049103186
553,-0.004091485528797498
554,0.010115696053994296
555,0.022450910319663
556,-0.00012121158557704058
557,-0.04642144165467827
558,-0.002561632452038905
559,-0.1808693942154092
560,0.0067552388283772
561,0.07361622468900539
562,0.102365868301019
563,-0.0073137632724022935
564,-0.06380143381650576
565,0.013702549387943677
566,0.025117960270431103
567,0.023765674755785973
568,0.0018346022939518727
569,-0.004102476543889481
570,0.022746483908845608
571,-0.004605414327463407
572,-0.09086291384570587
573,0.011719834296654257
574,0.015286053188694056
575,0.008956728244625829
576,-0.02169524577834983
577,0.017450009441016986
578,0.005768557673447801
579,0.01425728001682539
580,0.00861700798839336
581,0.0967181198850359
582,0.0019396433561695008
583,0.0009066340761107178
584,-0.006460327851680546
585,0.0008556770090255968
586,-0.008249344995518191
587,0.02238556805593023
588,0.008318609577294836
589,0.003149674221926481
590,0.0004214111325990832
591,0.010613694781674085
592,-0.028642879395290793
593,-0.012355600506977574
594,0.010204478207259487
595,0.031056974668414238
596,-0.004527955785716457
597,-0.0115882424247771
598,0.010748245150799009
599,-0.0035329371252275322
600,-0.055947117086430284
601,-0.01998209619320526
602,0.05767527542442182
603,0.0005722401420555137
604,0.001358371882436658
605,0.02018059882188399
606,0.008013096025891678
607,0.006514866630818946
608,-0.16409635837554254
609,-0.038880534602709384
610,-0.03476390346522767
611,0.001409859991075042
612,0.026753787576061068
613,-0.026208166845720283
614,0.0032593353462383088
615,0.011876893670222296
616,0.059527571256576976
617,-0.0051675852081963115
618,-0.03895161538708995
619,0.00446342348275286
620,-0.04797735541615961
621,-0.020531864616603654
622,0.02215972341931223
623,-0.01098335827246988
624,0.012656578053950205
625,-0.030675804955721468
626,-0.029399930796347225
627,-0.01756065904003875
628,0.015298747593177103
629,0.02233889387825112
630,0.0019265527602865774
631,-0.003566991114731193
632,0.01371530721710314
633,-0.022220990102398745
634,0.0037819498288498344
635,0.021919897632896663
636,0.011700263711421945
637,0.07413707242513913
638,-0.05786418246219493
639,-0.033563899221551015
640,-0.031976860501678465
641,0.0012540548646063122
642,-0.02037681093752732
643,0.013051765915834108
644,-0.012567514886166678
645,0.02656588499611447
646,-0.002660225352185737
647,0.003840035099457925
648,-0.03948155978372227
649,0.0032335445113766247
650,-0.05577074993866285
651,0.0019799768971515094
652,0.028803375371659664
653,0.044005244362271816
654,0.002827297500091341
655,0.00012853923925119226
656,-0.04322773210009473
657,-0.03294184783950958
658,-0.01742472013085097
659,-0.06967127638861195
660,-0.0037665966560752506
661,-0.03346005321436711
662,-0.022255744695432005
663,-0.0017865267720011105
664,0.010748889455113278
665,0.001253069018388448
666,0.007779715499376577
667,0.004023217910766962
668,-0.01819526261527209
669,4.3698032187890544e-05
670,-0.001352404188949224
671,0.02654635288576966
672,0.0029197743587837466
673,-0.026590076466159525
674,0.00684348431450445
675,0.0016354577123523133
676,-0.0019473252632205207
677,0.0010859417415364557
678,0.0030414822294579772
679,0.004454857761229521
680,0.06311044263288994
681,0.03135531650114706
682,-0.010386633574886336
683,0.013429816083711351
684,-0.0003330512735190756
685,0.03231438968922898
686,-0.010340169747398669
687,0.00900311666295973
688,0.0069152428004788345
689,-0.005093976195478799
690,0.00967096515828289
691,0.012786663382098813
692,-0.0008184285222506764
693,-0.0010388188201018794
694,-0.002993339176294167
695,0.06187017749586506
696,0.0005763646670618887
697,-0.00499457085528911
698,0.002545508264000333
699,0.002826414686700494
700,-0.011339182768298149
701,0.004543884491159058
702,0.002077524814221329
703,-0.014247971003459469
704,0.0005656218172834182
705,-0.01834111070510816
706,-0.0021510649185725447
707,0.006046874310626468
708,0.004409410700326586
709,0.0061985357559628034
710,0.007682887856298378
711,-6.274568335527049e-05
712,0.0017900887434436285
713,0.009233599683383994
714,0.012645448233255129
715,0.0008040258145138967
716,-0.00617822120528278
717,0.0010934370972059734
718,0.016259795665505304
719,-0.021396697568866904
720,0.03601846652201565
721,-0.004991169475926335
722,0.0010180357580888665
723,-0.01044644157663896
724,0.005178902357469916
725,0.0054840733721015405
726,-0.025440074833072573
727,-0.017712294449696832
728,0.005901903283154278
729,0.026128796168485558
730,0.00870724283538093
731,-0.051939145050222235
732,0.15435473617854004
733,-0.005937947106418046
734,0.002977181819460768
735,0.002387118864955525
736,0.0010755585103403762
737,-0.033357154022843186
738,0.004389653036100542
739,-0.00011373438669157136
740,0.004530162956937131
741,-0.000971848128829113
742,-0.011762180571339074
743,-0.003035854820223885
744,0.0012854671048204507
745,8.760468962418138e-05
746,-0.0024654911586568405
747,0.002424060901177559
748,0.00024092602775298866
749,0.0027440507808714635
750,-0.0017021751605501747
751,0.012574421492300208
752,0.09978949339767323
753,0.00023537328237564263
754,0.0054181868983996075
755,0.0034976808489695773
756,-0.015433629764912622
757,-0.022836675070000957
758,-0.0092547785227442
759,-0.016705068770423083
760,0.004035699197228535
761,-0.0015353721250869429
762,-0.002614349701780864
763,-0.005407114574043728
764,0.00438472685997999
765,-0.0008089615261511995
766,0.001339613038557738
767,0.01589249810779551
768,0.018080935726574272
769,0.007791990294568642
770,-0.01779945759227576
771,0.011145022220303816
772,0.0013814062272086368
773,-0.004695019001024892
774,0.008560881357610791
775,-0.022087658042030646
776,-0.0035513369402040717
777,0.0003978499113330062
778,0.0674052746180049
779,0.02267157810974196
780,0.0031872739946850227
781,-0.015652845946371462
782,-0.00716023920713115
783,-0.0012919702449203064
784,0.0043275413172942315
785,0.00437864069239326
786,0.0064387902067938475
787,0.0003756914469982303
788,-0.003235404271212159
789,0.0009896926730106432
790,-0.005663168077334136
791,0.0019963989728703415
792,-0.017681239986086363
793,-0.0017630557721447827
794,-6.814727354803153e-05
795,0.010228036273009968
796,-0.023472955354617856
797,0.0579865224815611
798,0.002360317183432841
799,0.008364890761449044
800,0.0014451873354506648
801,0.006402593745512532
802,-0.010632975373762649
803,0.00583359122093479
804,-0.024643372320338718
805,-0.03470275061657459
806,-0.0012448861534117615
807,-0.00029996090729418357
808,-0.00010456049247108196
809,-0.0190676143305936
810,-0.0006468010829129213
811,0.003626614273552688
812,0.0030453413077451896
813,0.009077460787825613
814,0.016404771799859063
815,0.006461833979671218
816,-0.0003029028015001118
817,0.0013952118433890005
818,0.01793881722476802
819,-0.007340513528612221
820,0.020759492295577168
821,-0.016574904323683658
822,-0.001062815213835435
823,0.0032905107918624428
824,0.00028350834642003607
825,0.00635848221444305
826,-0.004948530232751386
827,0.001475523992508424
828,0.0016050495355633251
829,-0.014414896150716484
830,-0.037313570012477
831,0.010933233476294593
832,-0.009033786669242105
833,0.005708985515972136
834,-0.007216918004858161
835,-0.0024962430827221212
836,0.01869675338676842
837,-0.019127055297554468
838,0.010801613303597827
839,0.002872668538767509
840,0.01016467273835673
841,-0.0005657544240641245
842,0.02033250898619017
843,0.027513552797046342
844,0.003356365689462254
845,0.021370109657185124
846,-0.00865860632237161
847,-0.07764591149439773
848,0.02321021297642504
849,0.004089016662757429
850,-0.025992731840381585
851,-0.041642403093443095
852,0.017183375904652243
853,0.01539456289162929
854,-0.007133132985395603
855,-0.008613864252193678
856,-0.003125474537295725
857,0.012266672959331388
858,0.0022740843024362913
859,-0.02497838332382327
860,0.029629924473713695
861,7.918662081316159e-05
862,0.07670946084111968
863,-0.0032307810987483466
864,-0.0001362545819300324
865,0.009466750887437151
866,-0.0006327849320320251
867,-0.004352418712412911
868,-0.008036256771415283
869,0.004582054796563271
870,0.007678086519838013
871,0.005596410613931967
872,0.0667836686865379
873,0.002255575821235131
874,-0.014804465085725657
875,0.014203169060016368
876,0.016985824037474853
877,0.022560501629969452
878,0.003262774635939395
879,0.0008617794591455008
880,0.0026979831604449635
881,-0.0124920632400951
882,-0.0004168862316015009
883,0.005165785860114981
884,0.008030347398732646
885,-0.005072494462361349
886,-0.011672652701476079
887,-0.009570809381177478
888,-0.001639496577005792
889,-0.01173273565655556
890,0.016137478084023296
891,-0.0035005694581804725
892,0.00677605766623411
893,-0.01270189506334476
894,0.0015167875040967625
895,-0.0001703018960231919
896,0.002480173902490926
897,-0.01564934338144735
898,0.01104219028860438
899,0.004807502457296089
900,0.0883270689923526
901,-0.01207164496093878
902,0.003588437464074312
903,-0.0028691289633616572
904,-0.009143955142774026
905,-0.0063355256317568324
906,-0.06143983732971001
907,-0.03051499617959288
908,0.00020182379603448828
909,0.003692072152759468
910,0.0011417896938446432
911,-0.006705958803358705
912,-0.02130369198454093
913,0.0022416571348741247
914,0.003052317011560891
915,-0.004930075979522318
916,0.005446815343197328
917,0.0011695089161728176
918,-0.0126569819330508
919,-0.003480359774139636
920,0.00465592110777745
921,-0.005127794208426185
922,-0.013804251535557716
923,0.002261241374912837
924,0.0009092471211604293
925,-0.08477784681709469
926,0.0042393095465391205
927,-0.0008734431472912224
928,-0.005716210258979775
929,-0.010417914972804952
930,0.005104629698920246
931,-1.784338358987197e-05
932,0.003923048268434715
933,-0.000791309335641088
934,0.005691835049655646
935,-0.001861608164072832
936,0.0011552602669617153
937,0.021551035065585613
938,-0.0004599277581196962
939,0.00722301902399162
940,0.004464354552563665
941,-0.0005040464464236182
942,-0.0032185340916175745
943,-0.002314736951329316
944,5.2490075077596084e-05
945,-0.0023948482991469748
946,0.008600919581645317
947,0.001997753658357249
948,0.0036079627163974376
949,0.0028460666949288445
950,0.0012926638219268394
951,-0.0024176372459423323
952,0.0013365133845731855
953,-0.014689935523868509
954,0.004642724158480239
955,0.0021405321823972263
956,0.0023155003921740466
957,0.011000267336282569
958,0.0034291692935449827
959,-0.00216328143886845
960,-0.06921160503093587
961,0.0008353660003487638
962,0.0010983757224196577
963,0.00010494349783897252
964,0.001176345369717755
965,-0.0018367582618709867
966,0.001361072665551254
967,0.003583969341876897
968,-0.00361049739749545
969,-0.0278512268978057
970,8.872310639262486e-05
971,0.015607024703165709
972,-0.001055077327693322
973,0.0007110962691359508
974,0.010894815323435182
975,0.0028236727584286755
976,-0.004293611510216112
977,0.019839492998742526
978,-0.012062956141782159
979,0.004516793752817865
980,0.004077137722119384
981,0.0023425009383701745
982,0.0004915894690841861
983,0.01897190221397603
984,0.0021750996650290234
985,0.0014124628726392811
986,0.0009132380756308973
987,0.00031516545354920493
988,0.0003732369902238521
989,0.014949307678514013
990,-0.004916623268846799
991,0.0018248393756428488
992,0.002148744098705582
993,0.00863425704414473
994,0.001058251292595853
995,0.0013178581002644407
996,-0.016139914098885197
997,-0.0021223659176611235
998,-0.0008765159543977235
999,-0.000315507571218309
1000,-0.0008622820302448857
1001,-0.009358532039401485
1002,-0.0016784821133401244
1003,0.012461010110484448
1004,0.016464119979136015
1005,0.024212468480664804
1006,0.0010469764028683823
1007,-0.003706517643762104
1008,-0.003389751701788032
1009,0.0031252772450189627
1010,-0.001961550066213495
1011,0.00026518923309165734
1012,0.002041770225299341
1013,-0.009248362692112743
1014,-0.012986529106488159
1015,-0.008282062422266015
1016,0.0004438819682528289
1017,0.009791089460995762
1018,0.00011512955151927444
1019,0.0016272592001390475
1020,-0.016661803998163572
1021,-0.0015603836037706214
1022,0.0016027424617767075
1023,-0.0036665716602284908
1024,0.0019434499379483105
1025,-0.016598082940104557
1026,0.0011149892803078306
1027,-0.003943590232005763
1028,0.0007215951023119795
1029,0.0278424736449112
1030,0.000810660429062225
1031,-0.04040008638657202
1032,0.0002501056352448008
1033,-0.0002574590766886822
1034,0.005697964175439918
1035,-0.038177667713039765
1036,-0.004545460758869578
1037,-0.0016817613470570404
1038,-0.0012501659035970055
1039,0.0005567070784202944
1040,-0.0014107032747171248
1041,-0.001066737489548304
1042,0.0013855968876683735
1043,-0.049446288889790906
1044,0.002174026614272952
1045,0.0028252716289116327
1046,0.013041903477416331
1047,0.002124873123653782
1048,0.0012048530642448172
1049,-0.011465987567049252
1050,0.0009950646058067632
1051,0.009914956341089557
1052,0.0015605468364166633
1053,0.0027950805977879803
1054,0.03608601967867936
1055,0.004614568882386973
1056,-0.004544953316953173
1057,0.030949255891487424
1058,0.002362235099892284
1059,0.0021710648469042354
1060,0.013544018164562572
1061,-0.019518695586028676
1062,0.005061832393089039
1063,-0.0037695848046114468
1064,0.004429312020143663
1065,0.024078542539695102
1066,0.006383042754314425
1067,0.026091752388945903
1068,-0.0008485830293170063
1069,0.0007478884808547852
1070,0.0052572507906450535
1071,-0.002653094872358082
1072,6.434427322130653e-05
1073,-0.04565634313260713
1074,-0.0009982411967001334
1075,-0.0020063283869508823
1076,0.00278050980495883
1077,-0.00739006308954658
1078,-0.012624377059564163
1079,-0.003002382666455485
1080,-0.009809736379360228
1081,0.003177675115960157
1082,0.004929095814048437
1083,-0.0022852254561767787
1084,0.0010544007486697263
1085,0.0018214311652997128
1086,-0.005184950645043899
1087,-0.012162549634220771
1088,-0.0011716856473214224
1089,-0.0012308810789026182
1090,-0.003138207459693365
1091,0.00015049927882927592
1092,-0.003860750923700522
1093,-0.019971360975637203
1094,0.008589249025436197
1095,-0.0005871523288560589
1096,0.007986504172066006
1097,0.001375349954388469
1098,0.01513493645508526
1099,0.002345716973105561
1100,0.002982650471525659
1101,0.01379991160864387
1102,0.001162455946405961
1103,0.004144618776120252
1104,-0.001778773214854348
1105,0.00386267252140109
1106,0.00034650652861051485
1107,-0.02149565212245855
1108,-3.236407192182321e-05
1109,0.0011877255940023774
1110,0.003104825580607387
1111,0.007678311726844622
1112,0.002140061275347297
1113,0.003907380950470211
1114,0.0010474183088972997
1115,-0.000829246126467006
1116,0.004144294423921539
1117,0.0046235417191753895
1118,0.00880054847153487
1119,0.002368505306117405
1120,0.0014244721508843252
1121,-0.0007952157553290085
1122,-0.0371764910462973
1123,0.005605843743075969
1124,0.00743782644414184
1125,-0.001928160690803873
1126,0.00012837969490685395
1127,-0.0055540511606684785
1128,0.009044149386449572
1129,0.0021450314600670447
1130,0.00017106744037856812
1131,0.0016988376712563796
1132,0.006736284537670992
1133,0.0019205752594009093
1134,-0.0009662479836608076
1135,0.005618373114282252
1136,0.0286720046626111
1137,0.005668983144055229
1138,-0.0017530135025046454
1139,-0.02322446486931517
1140,-0.0016628579578383685
1141,0.012342993388896231
1142,0.002617058612609657
1143,-0.001104404029950184
1144,0.0007116215675378799
1145,0.008006113523336843
1146,0.003252185397292675
1147,0.011090209359061156
1148,0.0016129412332949985
1149,-0.0030840193498411256
1150,-0.002492367748513996
1151,-0.009370070939847423
1152,0.03603849238533478
1153,0.0050020466195367045
1154,0.00115128991085049
1155,0.00551743738465929
1156,0.015855351984491582
1157,0.0007463059171060289
1158,0.003064323265402105
1159,-0.0026673900586804853
1160,0.0028669151046643144
1161,0.0033688930947319428
1162,0.005461029069717611
1163,0.002114613354804827
1164,-0.009646675739614068
1165,0.002672251645832701
1166,0.01569344650068579
1167,-0.0017307834611449513
1168,0.004467770003998612
1169,0.02492887890036164
1170,0.018667352540364245
1171,0.02109641126606694
1172,-0.018249988219460167
1173,-0.04657959526079985
1174,0.0010835660121943386
1175,0.006375976123412905
1176,-0.00011819671397310921
